"کد (ID)","نام ماده اولیه","دسته‌بندی","واحد پیش‌فرض","نسبت‌های تبدیل واحد (مفصل)"
"500","آب هویج تازه","نوشیدنی‌ها و دم‌نوش‌ها","لیوان","۱ لیوان = ۲۴۰ گرم | ۲۴۰ میلی‌لیتر | ۱۶ قاشق غذاخوری | ۴۸ قاشق چای‌خوری | ۱ پیمانه (پایه عمومی)"
"501","بیکینگ پودر ممتاز","شیرینی و لوازم قنادی","قاشق چای‌خوری","۱ قاشق چای‌خوری = ۰.۳۳۳ قاشق غذاخوری | ۵ میلی‌لیتر | ۵ گرم (پایه عمومی)"
"502","جوش شیرین خوراکی","شیرینی و لوازم قنادی","قاشق چای‌خوری","۱ قاشق چای‌خوری = ۰.۳۳۳ قاشق غذاخوری | ۵ میلی‌لیتر | ۵ گرم (پایه عمومی)"
"503","پودر ژلاتین خالص","شیرینی و لوازم قنادی","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"504","ورق ژلاتین آلمانی","شیرینی و لوازم قنادی","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"505","نشاسته ذرت سفید","شیرینی و لوازم قنادی","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"506","نشاسته گندم گل","شیرینی و لوازم قنادی","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"507","پودر خمیرمایه فوری","شیرینی و لوازم قنادی","قاشق غذاخوری","۱ قاشق غذاخوری = ۳ قاشق چای‌خوری | ۱۵ میلی‌لیتر | ۱۵ گرم | ۰.۰۶۲۵ پیمانه (پایه عمومی)"
"508","شکلات تخته‌ای تلخ ۷۰٪","شیرینی و لوازم قنادی","گرم","۱ گرم = ۰.۰۰۱ کیلوگرم | ۰.۰۰۴۱۶ پیمانه | ۰.۰۶۶۷ قاشق غذاخوری (پایه عمومی)"
"509","شکلات تخته‌ای شیری","شیرینی و لوازم قنادی","گرم","۱ گرم = ۰.۰۰۱ کیلوگرم | ۰.۰۰۴۱۶ پیمانه | ۰.۰۶۶۷ قاشق غذاخوری (پایه عمومی)"
"510","شکلات چیپسی نسوز","شیرینی و لوازم قنادی","گرم","۱ گرم = ۰.۰۰۱ کیلوگرم | ۰.۰۰۴۱۶ پیمانه | ۰.۰۶۶۷ قاشق غذاخوری (پایه عمومی)"
"511","پودر کیک آماده وانیلی","شیرینی و لوازم قنادی","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"512","پودر کیک آماده شکلاتی","شیرینی و لوازم قنادی","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"513","پودر ژله موز","شیرینی و لوازم قنادی","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"514","پودر ژله توت فرنگی","شیرینی و لوازم قنادی","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"515","پودر ژله انار","شیرینی و لوازم قنادی","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"516","پودر ژله بلوبری","شیرینی و لوازم قنادی","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"517","پودر دسر کارامل","شیرینی و لوازم قنادی","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"518","خمیر هزارلا قنادی","شیرینی و لوازم قنادی","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"519","اسانس وانیل مایع","شیرینی و لوازم قنادی","قطره","طبق فرمول عمومی واحد قطره"
"520","پودر وانیل خرس","شیرینی و لوازم قنادی","قاشق چای‌خوری","۱ قاشق چای‌خوری = ۰.۳۳۳ قاشق غذاخوری | ۵ میلی‌لیتر | ۵ گرم (پایه عمومی)"
"521","رنگ خوراکی ژله‌ای قرمز","شیرینی و لوازم قنادی","قطره","طبق فرمول عمومی واحد قطره"
"522","ترافل رنگی تزیینی","شیرینی و لوازم قنادی","گرم","۱ گرم = ۰.۰۰۱ کیلوگرم | ۰.۰۰۴۱۶ پیمانه | ۰.۰۶۶۷ قاشق غذاخوری (پایه عمومی)"
"523","پودر تارتار","شیرینی و لوازم قنادی","قاشق چای‌خوری","۱ قاشق چای‌خوری = ۰.۳۳۳ قاشق غذاخوری | ۵ میلی‌لیتر | ۵ گرم (پایه عمومی)"
"524","نان بستنی قیچی","شیرینی و لوازم قنادی","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"525","مروارید خوراکی طلایی","شیرینی و لوازم قنادی","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"526","چیپس نمک دریایی","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"527","چیپس سرکه بالزامیک","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"528","پفک نمکی مینو","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"529","کرانچی تند و آتشین","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"530","پاپ کورن کچاپ","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"531","بیسکویت ساقه طلایی","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"532","بیسکویت پتی‌بور وانیلی","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"533","بیسکویت مادر سنتی","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"534","ویفر شکلاتی فندقی","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"535","چوب شوری کنجدی","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"536","اسنک پنیری کلوچه","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"537","لواشک ترش مخلوط","سایـر و تنقلات","ورقه","طبق فرمول عمومی واحد ورقه"
"538","ترشک آلوچه لذیذ","سایـر و تنقلات","پیمانه","۱ پیمانه = ۲۴۰ گرم | ۲۴۰ میلی‌لیتر | ۱۶ قاشق غذاخوری | ۴۸ قاشق چای‌خوری | ۱ لیوان (پایه عمومی)"
"539","قره‌قروت آلوچه جنگلی","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"540","شکلات مغزدار جرقه","سایـر و تنقلات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"541","آدامس دارچینی شیک","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"542","آدامس بایودنت نعناعی","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"543","آبنبات شیرین میوه‌ای","سایـر و تنقلات","عدد","۱ عدد = ۰.۷۵ عدد بزرگ | ۱.۵ عدد کوچک | ۱۵۰ گرم | ۰.۱۵ کیلوگرم (پایه عمومی)"
"544","گندمک شیرین عسلی","سایـر و تنقلات","پیمانه","۱ پیمانه = ۲۴۰ گرم | ۲۴۰ میلی‌لیتر | ۱۶ قاشق غذاخوری | ۴۸ قاشق چای‌خوری | ۱ لیوان (پایه عمومی)"
"545","برنجک بوداده","سایـر و تنقلات","پیمانه","۱ پیمانه = ۲۴۰ گرم | ۲۴۰ میلی‌لیتر | ۱۶ قاشق غذاخوری | ۴۸ قاشق چای‌خوری | ۱ لیوان (پایه عمومی)"
"546","نودل با طعم مرغ","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"547","نودل با طعم گوشت اسپایسی","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"548","سوپ آماده الیت آماده","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
"549","سس الویه آماده آمادور","سایـر و تنقلات","قوطی","۱ قوطی = ۴۰۰ گرم | ۱ عدد (پایه عمومی)"
"550","پودر سوپ جو آماده","سایـر و تنقلات","بسته","۱ بسته = ۲۰۰ گرم | ۱ عدد بسته (پایه عمومی)"
